id,title
742822750,== What should the articles from 1 to 100 be moved to? ==
429210876,== Out of Africa hypothesis vs Multiregional hypothesis ==
773021314,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
516859908,== Separate article for sexual allegations controversy? ==
694183899,== Infobox revert ==
436786013,== The cast list ==
587196660,"== ""Massive destruction"" =="
790575123,"== Add IHDI for countries which have a rating, along with HDI? =="
710666902,==RfC: Inclusion of Palestine as a sub state of Israel==
802822002,"== 20:10:52, 22 September 2017 review of submission by Rpfergu =="
589258855,== How long should community ban discussions run? ==
735703080,==Rename==
503378748,==Photo of urine leaving a man's penis and a woman urinating==
586924284,== Recommendations to Map workshop team ==
726796889,=== Request for Comment: Implementation of interactive chess boards ===
499964174,== Move to [[That's what she said]] ==
446744341,== Nationality ==
429211285,== Laury Oaks named in article text? ==
804627595,===Can I have your attention please===
695664667,== RfC: format of boxing weight classes ==
493121384,== Rating ==
698078410,== Lead==
692125650,== Photo of Harper-Mercer ==
432030817,== Description of assault ==
583020241,== War Doctor (McGann -> Hurt -> Eccleston) ==
608663436,== German-born vs. German-Jewish born ==
553164611,=== Do we want the orange bar? ===
736749514,==Waiting period for images tagged with OTRS received==
442854365,"====Does the [[Talk:Campaign for ""santorum"" neologism#Sourcing for ""santorum"" definition characterization|sourcing]] for ""vulgar"" rise to satisfy consideration under [[WP:V]], [[WP:RS]] and [[WP:UNDUE]] as a legitimately supported ""fact about opinion"" for article inclusion?===="
771438091,==No evidence for Obama wiretap order?==
527979278,== External links to vendors ==
559523119,==RfC: Website redesign reactions==
481611834,== College baseball All-Americans ==
574569075,== Discussion of supposed ICOC cult status ==
494340977,== Elizabeth Warren ==
695515070,==RfC Regarding content scope and neutrality==
688171892,== Adjectives ==
459258515,== Deletion of [[United States National Health Care Act]] ==
640806373,"==Removal of pertinent, sourced info=="
464273578,== Stonewall Award ==
713022059,== Determining Importance ==
724066504,"== RfC: Wikidata in infoboxes, opt-in or opt-out? =="
681452199,"==RfC: Should the last sentence of the ""Critical Reception"" section at MOS:FILM be revised?=="
586623705,== Recommendations to Map workshop team ==
755627214,== Green Book diary ==
589153195,== Influenced by Georgism ==
429211378,== Categorization of Galatea  ==
567904651,== Question? ==
747375289,==Proposal==
433995246,== RFC: Should all subsidiary pages of the Manual of Style be made subpages of WP:MOS? ==
507849405,==RFC on unstructured and a variety of formats==
725761905,== purported american citizenship ==
572446653,==Removal of inappropriate image from the article ==
432116218,== Formal RFC on Naming convention for slang which is derogatory of persons and races ==
784603681,== Proposed split (2017) ==
519157882,===[[Joe Kehoskie]]===
685037874,== RfC: Should these two statements linking Jews and Bolsheviks appear in [[Blue Army (Poland)]]? ==
433520020,== 'Summary table' ==
813581794,=== RfC ===
611913431,== Requested move Iatrogenesis → Medical harm ==
726065317,== Idealism ==
563478556,== Deletion of Famous Residents ==
799487685,==Environmental factors==
795310013,===[[One Love Manchester]] benefit concert===
680104285,== Classification of Faith Healing ==
620924785,== RS noticeboard ==
787765926,== RfC: Wikimedia referrer policy ==
776308711,== Rfc re style of message ==
435127232,== Proposal for moratorium on proposals ==
666535937,== RfC: Religion infobox entries for individuals that have no religion ==
764686047,== Vital statistics tables in country demography articles ==
700399558,== RfC about WP:NOTHERE ==
429763928,== The identity of Safavid dynasty ==
612258038,===RfC: Which picture should be used for the lead image?===
476364300,== Too Many Artists ==
706997694,== Criticism ==
434336001,== RfC: Should [[Imperial_Decree_on_events_leading_to_the_signing_of_Boxer_Protocol|Imperial Decree on events leading up to the signing of the Boxer Protocol]] be merged into [[Boxer Protocol]]? ==
723852210,== Allegations by [[User:Fountains of Bryn Mawr|Fountains of Bryn Mawr]] ==
629409514,== Current title should be changed ==
679029507,== RfC: Should [[Template:English variant notice]] be deprecated? ==
626144740,== Seriously? ==
740695314,==RFC for picture change==
606477092,== RfC for [[Talk:Censorship in Islamic societies]] ==
746597354,== Clear Censorship of Her Christian Identity ==
599626824,== Proposed deletion 14 March 2014 ==
499282651,== [[Claude A. R. Kagan]] ({{u|Claude A. R. Kagan}}) ==
588469491,== Revision history search: new blame or crufty-seeming old WikiBlame? ==
547070826,== RfC: Should this article include other disputes involving Ugg boots? ==
760516618,== about the history of the historians ==
564099752,==Primary sources==
505067943,== They sold Love Won Out ==
664808135,== RFC: One or Two Articles?  Should film series and movement be split? ==
602714437,== Font size and style ==
666955958,== RfC ==
501399216,== Doctor Who soundtracks ==
754998506,===RfC on lead===
803658231,=== Discussion ===
429210951,== Should image of Netball players not playing be used ==
705939714,== Review of article ==
476513011,"==""serendipitously""=="
777396790,== RFC: Candidate ages ==
677908641,== NPOV dispute [What section?????] ==
764537667,====Executive Order 13767====
433376216,"== Comment request: RS for factual, non-controversial information about company articles =="
708638211,== RfC: Disable Gather on enwiki ==
628529281,== map ==
700449928,== RFc for major restructuring ==
437812877,== What belongs in the Fiction categories? ==
544406645,== RfC ==
724626265,== Naming of languages ==
433767030,== Major pruning ==
605997363,== RfC:Should the List of most venomous snakes by LD50 from reliable sources stay in the article?  ==
426415586,"== Bloody Sunday (1972): Did the Bloody Sunday Inquiry find that all those shot were ""unarmed""? =="
436506712,==Should this article include a criticism section?==
598643675,== RFC on Infobox ==
695515075,==RfC Regarding content scope and neutrality==
742830723,==Proposal==
429460060,== Request for comment: repeating links ==
698730012,==POV banner==
482633396,==Where do we add this?==
444725435,===RFC and responses===
777034680,== Template-protected edit request on 23 April 2017 ==
704032443,== Add info about films and creators etc.. ==
430069435,== Request for comment ==
501449245,== User page redirects to article space ==
699501895,== RfC on recent AAU campus climate survey ==
606464663,== Request for review and verification ==
746597344,== Revisions by Jobas ==
691380653,== RfC Proposal that ''the'' best way to present superlative based context specific lists is to use the article ==
579551044,== Picture choice ==
751814251,=== Counter-proposal: Treating these like PRODs ===
665955478,===Break 1===
659342725,==RfC: Membership in Kokuchūkai and reference to it==
742081374,== Requested move 1 October 2016 ==
435038867,"== RFC: With attribution, is Valentine's ""The Phoenix Program"" a reliable source? =="
766944625,===Process to consider===
536973271,== RFC: Is the lead currently sufficiently neutrally written? ==
651108929,== RFC:  Proposed guidelines for Reference Desk ==
762252778,== Legal tender in the United States ==
719152241,== Parliament links ==
429433581,== RFC - Use of the Ulster Banner in Darts articles ==
503162588,==Run-of-the-mill==
760566809,==Hartford-born Marion==
437044765,== Connection to China's Ministry of State Security  ==
429211289,== Pope article titles ==
616975188,== accreditation ==
786201818,== Allied Commitments new Section by E M Gregory ==
721515112,===RfC: Adding mention of Anderson Lawler===
754379262,==Proposal==
538137014,== Verified twitter as a source ==
805717113,"== RfC: was she Queen of Poland, ""King"" of Poland or King of Poland? =="
429211800,== RFC ==
456128438,== Biased? ==
637396669,"== Condensing the ""status"" section of the infobox =="
438113734,== List in the article ==
612272084,==RfC: Move criticism up lede?==
430780104,== remove placeholder images from infoboxes ==
691283848,== Photo of Harper-Mercer ==
431853880,"== RFC To Gauge Consensus For: ""The Addition Of The Country's Name Beside The Flag"" =="
436602130,== RfC: undocumented immigrant or illegal immigrant ==
697571372,==RfC: What should be the topic of this article?==
781233802,===[[:Sävsjömålet]]===
599763849,== Position of the Church ==
484568374,== flayrah ==
812352852,== Legitimacy of Mphoko as Vice-President ==
488594329,====Straw Poll III====
430780126,== RfC: name too long? (again) ==
780462197,=====Discussion (Wikispecies)=====
704284793,== PIcture choice ==
429210964,==RfC==
777762231,==RFC==
736100845,== RfC: Deprecate named coordinates-related infobox parameters ==
429211357,== RfC ==
623454643,== Renaming Notability ==
437148989,== Bot to delete talk pages of speedily deleted articles per [[WP:CSD]] G8 ==
434709425,== TheMandarin mistaken on WP:SYNTH ==
437096732,== RfC: Are Nina Totenberg's comments about Jesse Helms and AIDS an NPR controversy or just a Nina Totenberg controversy? ==
755627209,== Green Book diary ==
462382380,== Content removed & POV tag? ==
495242302,== Talk:Taliban#RFC ==
429211156,"== RfC: Net worth of politicians (eg Trump, Romney, Huntsman, etc.) in infoboxes =="
429278348,=== Tsardom of Russia vs.Tsardom of Muscovy ===
642499367,== Request For Comments ==
606477081,== RfC for [[Talk:Censorship in Islamic societies]] ==
561430852,== Confusion in article - general revision and change is needed ==
757521651,"== On WP:ACCURACY, WP:NPOV, & Photographs vs Paintings & Drawings =="
679452477,== How to deal with (suspected) paid editors? ==
788410247,== Project reboot & project rename to WikiProject Emergency management ==
775612939,== Spreading racism? x2 ==
429210939,== RfC: simple resolution to disagreements over dashes ==
432476233,"==Proposal to rename, redirect, and merge content=="
509852853,"== Ante Pavelic , blog and  non-encyclopaedic article , vandalised a pretty good earlier version =="
591059316,==External Links==
464371133,== Merger proposal ==
610675917,== Place of birth? ==
673803515,== Add a Project Manager parameter? ==
438156823,"== Paulo Francis: copy-editing, relevance and politics =="
429211492,== Is Smashing Pumpkin Billy Corgan notable enough to include him on the list of Stratocaster players? ==
431715112,==RfC: Refimprove tag==
429211967,"== Request for comment: ""real-life statue"" =="
471107151,===Names for Sri Lanka in Sangam literature ===
782859110,===Moving forward: first sentence===
772289839,===Discussion===
705663325,== Review of article ==
744236335,== Education ==
645037331,===RfC===
687107405,== Article title and regions with significant populations ==
490114671,== Prominent Incidents - DRC-Congo ==
627580247,== Additions pertaining to Tom Ridge's support of the FTO PMOI/MEK ==
682322835,== Article title and regions with significant populations ==
634242490,== Grunsky NPOV issue ==
497742033,== Improving article on Sow-Hsin Chen ==
435621532,=== Proposal for a change in the first sentence #2 ===
491932431,== Factual accuracy discussion ==
700926722,== Semi-protected edit request on 21 January 2016 ==
429211852,== Not a single ==
708028427,==RfC==
430827142,"== People's Pledge, Eurosceptic? =="
685849500,== Result of RfC on shooter photo ==
736764330,"== Deleting the meaningless ""Free Syrian Army"" label for the jihadi rebel factions in the box =="
434294657,== Request for comment ==
695515060,==RfC Regarding content scope and neutrality==
635440057,== RfC ==
538284043,== Suggest we add a line about searches and links to the RD template (RfC) ==
642328485,== RfC Congressmen's tenures in infobox ==
589615914,== [[WP:BLP]] ==
753079484,== Merge from [[Nationwide action for ousting of Park Geun-hye]] ==
727149968,==XXL Freshman Award Issue==
661644766,== Lead Poisoning ==
792183119,== [Ready] Prodigy ==
596441148,== Luxury Real Estate Purchase ==
430225313,== David Icke organising his ideas for NPOV and so as not to needlessly ridicule ==
803658228,=== Discussion ===
482391136,"== ""Contributors"" section =="
531229502,==Synthetic fuel==
431584376,== Mention of arrest and suspension ==
582085868,== Proposal for a newbie flag ==
757965394,==RFC==
716582983,== Behavioral Genetics ==
610554523,== www.vaikhari.org ==
432512566,== Proposal 2 ==
436510971,==Request for Comment==
436135159,==RfC: Is the image in the 1969 Riots section relevant?==
768500303,==RfC: Which is the better statement?==
436344128,== A tally  ==
594584297,== Libertarian  ==
548701897,== comment from anon IP ==
789406210,== Unknown parameters used ==
766944617,===Process to consider===
599810646,"== Titles within titles: ""starring"" and ""presents"" =="
596744552,== Gaza and the West Bank ==
705663144,==[[WP:ENGVAR]]==
601081783,== Allegations that Hindus have declined as a percentage of the population ==
533179613,==This is incomprehensible==
429689429,== New user rights ==
792183099,== [Ready] Prodigy ==
485002766,== Removing «Handling of sexual abuse cases» from critic section ==
705689592,== Review of article ==
429211163,== Historical comparison of wealth  ==
561822191,"==RfC: Should the Men's Rights Movement (or sectors of it) be described as ""Mysogynist?""=="
453405879,== Info box ==
429629849,== Recent controversy ==
699126069,== Commons categories and Wikidata ==
790292639,== Christianity ==
815262830,== Cryptocurrency ==
430567589,== Teacher Librarian questioning ==
745284154,===What the sources say===
703163380,"==RfC: Was the rejection of section ""Certification of the new particle as a Higgs boson"" justified?=="
429211883,== Is it a fact that Lennon and/or McCartney were prolific songwriters in the 1950s? ==
434927091,==RfC: Does this article have any credibility?==
560055832,=====Possible SCOTUS Rulings=====
628511034,== Is close paraphrasing acceptable? ==
539430459,== Legal Immunity ==
429211048,== Wikipedia naming style for the first line of the page on India i.e. Bharat ==
647657832,== Separate [[Beach volleyball at the 2014 Asian Games]] ==
793178524,== RfC: the clarification on the purpose of the draftspace ==
682107277,===RfC on stopgap photo===
708675330,== RfC: Disable Gather on enwiki ==
687005876,"==RfC: Should the lede say that Fiorina cut 30,000 jobs without mentioning that she also created tens of thousands of jobs?=="
507093349,===Keep or delete?===
429211908,== RfC: Rape navbox ==
434709394,== TheMandarin mistaken on WP:SYNTH ==
810161922,"== Monterey Bay Aquarium and Slovenian railway referendum, 2017 =="
708666456,== RfC: Disable Gather on enwiki ==
433445265,== Dr. Cheikh Anta Diop ==
664296137,== Proposed merge with [[Florida election recount]] ==
588013446,== RfC template ==
618687910,== [[Help talk:Citation Style 1#RFC: Citation Style 1 parameter naming convention]] ==
795633520,"== RfC: Remove ""adult"" as a descriptor from the opening sentence =="
794714654,"== RfC about including ""Sources cited in the memo"" on this page =="
712521258,== https://en.wikipedia.org/wiki/Gifhell.com ==
694207295,=== RfC: List of victims ===
679348518,== RfC: Is ''Billboard'' magazine a reliable source? ==
678677241,== Can we identify Paul Singer as a Donors Trust account holder? ==
487562946,== Proposal re.: Wording change needed to stop forbidding copying of properly licensed free content ==
687564836,== Request for Comment ==
665955463,==RfC: Should the Corydon book be used to say that Hubbard's patent was based on the work of Breeding and Wallis?==
548327395,== Leaps of faith ==
429211226,== Karen Armstrong ==
477386678,== Seasons 10 and later ==
793747320,==I'm not warring over any page==
810290948,"== Monterey Bay Aquarium and Slovenian railway referendum, 2017 =="
438138489,===RfC: Timeline in the article?===
431853901,== RFC on redirecting ==
549451861,== Artist who play here ==
430208910,==RfC: Link to Magicball Network==
644534082,== Proposed redirect ==
442824393,== Sondra Locke's date of birth ==
481649435,== Request for comment ==
431785491,=== RfC ===
763784587,== Unblock request ==
476925525,== Now that a replacement image has been found it isn't being accepted by an editor (No prizes for guessing who!) ==
568161525,== Vidstatsx sourced content ==
618281717,== 2014 Affordable Care Act marketing money & Credit rating under 2011 budget?  ==
464572030,"== Merging ""Indian subcontinent"" here =="
792183112,== [Ready] Prodigy ==
530806700,== RfC: Filenames in non-Latin scripts ==
515915061,==Urine in Sex - Consensus discussion==
632023751,== RfC ==
522242144,== Requested move: Recession of 2007–2009 ==
803185835,== Task: Finally assign a position in the infobox using a compromise ==
780683685,== Swachch sarvekshan rankings ==
429612677,==RfC: Request for comment==
773021287,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
598184368,== Italian marines must enjoy presumption of innocence as everybody else ==
431086041,== RfC: merging as outcome of [[Wikipedia:Articles for deletion/Timeline of Asimov's Foundation Series]] ==
688934791,== Terrible Picture ==
573775098,== Time to move on ==
436679793,== List in the article ==
637389739,==Template proposal==
637604339,== Names of people for Hong Kong ==
744425607,== RfC: Proposed merge from [[Bonville–Courtenay feud]]  dated March 2015 ==
448290235,== RfC: Should [[WP:ITN]] area discussions on items in the [[WP:ARBPIA]] topic area be subjected to [[WP:ARBPIA]] itself? ==
495242283,== Talk:Taliban#RFC ==
809958623,== Request for comment  ==
493630956,==Intro==
499922288,== PFD : this page ==
657070310,== Peer to peer ==
562996581,==Tag removal yet again==
601209226,==Turning page into redirect==
750735715,"== Edit request from , 6 October 2011 =="
766633564,== Proposed merge with [[Nilüfer Demir]] ==
783735425,== '''Request for comment''' on whether the dog should be mentioned among casualties/fatalities or not ==
485018711,== Dal Khor ==
773697039,== Fracturing fluids ==
429211989,"== Extension of sub-section ""Ethnic Status"" to include Human Rights Watchdog Reports =="
435427428,== Page mover ==
679658690,== Add image to [[WP:MEDASSESS]] ==
431863039,== Request for Comment  ==
534677220,== Destination map and [[:File:Mauritius terminal 1.jpg|Image of airport]] ==
735074514,== RFC: Is the Orlando shooting relevant? ==
437332419,===RfC: Should biological factors also be mentioned in the intro as a possible cause of femininity? ===
563328186,==Requested move 2013==
488992411,== LEAD Part II ==
481354987,== Proposal to refactor the deism articles ==
681153333,== Aarne-Thompson(?) classification ==
526250917,== How is iTunes messed up ==
642321454,== RfC Congressmen's tenures in infobox ==
430505448,== Official languages in infoboxes ==
429211741,== Quaternary added to time scale? ==
683366062,== RfC: Should we convert existing Google and Internet Archive links to HTTPS? ==
716605154,== Extended-confirmed-protected edit request on 20 April 2016 ==
437766346,==RfC: Mentioning neo-classical liberalism in article about classical liberalism==
695515047,==RfC Regarding content scope and neutrality==
695515038,==RfC Regarding content scope and neutrality==
664757687,== Need for review ==
499627972,== Merger Proposal ==
645187620,==Education==
753045425,===Move to close===
738575001,"== Deleting the meaningless ""Free Syrian Army"" label for the jihadi rebel factions in the box =="
736721990,== RfC: Should an Infobox be added to the page? ==
568115137,== Image ==
429211728,== RFC: NPOV dispute for [[National Broadband Network]] ==
435127152,== Proposal for moratorium on proposals ==
556631469,==Lead image==
573259173,== RfC: Discussion of Lead Section comment on film sources neglectfully or inadequately discussed in main article ==
471107175,== Regarding the contested portions on Australoids and Negritos ==
429211838,==Policy?==
792183125,== [Ready] Prodigy ==
430592781,== Review of new wikipedia article: International Environmental Design Contest ==
773021257,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
431980616,== merge ==
700394553,== RFc for major restructuring ==
549998980,== Sweden section - relevance ==
618878768,== Canada? ==
799715438,== Request for comment ==
466075920,===Section break===
622808462,"== August 2014 Rewrite Neutrality Contested [formerly ""Major Edit""] =="
473921096,== Article page or talk page ==
750564460,== RFC November 2016 ==
465352650,==Revert==
693502281,== Images of victims and/or perps on crime pages ==
643101659,==Remove Public Ivy from college and university article leads?==
716424244,== RfC: Change Default Math Appearance Setting to MathML ==
599014480,== Contacting WikiProjects  ==
457670076,== edit war on whether [[e-International Relations]] should even be referenced in the article ==
516865248,== Separate article for sexual allegations controversy? ==
695515051,==RfC Regarding content scope and neutrality==
702659781,== I am not quite sure how to do this ==
765709939,== Group hate ==
707849114,==== Category:Concept automobiles ====
680104292,== Classification of Faith Healing ==
456021227,== References ==
501340680,"== Single, song, or what? =="
435390719,== What belongs in the Fiction categories? ==
710102222,== Proposed updates to article ==
465020819,== Replacement Ely Cathedral image ==
440235903,== Rfc on deleted WTC 7 information ==
511507141,== Independent Bill Cimbrelo on ballot but no mention ?  ==
704419575,== Definition ==
624351343,== RFC: Genres in the infobox ==
682731060,==RfC: Is reference to views of Salah relevant to this section of the article?==
429211402,== Edit war? ==
773021294,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
579706046,== New old photo ==
435622436,=== Proposal for a change in the first sentence ===
707887874,== Request for a comment Is the EGS Accreditation section accurate? Does the information are correct and/or updated? ==
637276691,== Merge ==
631219802,== Abkhazia and South Ossetia ==
429211245,==Image change ==
569716617,== Opening sentence ==
433945466,== Essay to Guideline ==
681835743,===  RfC: Is MIT Professor and former UN weapons inspector's opinion on Higgins' weapons analysis admissible?  ===
530840084,== Ethical and legal issues /non physician circumcisions/ parallels with FGM ? ==
814448031,==Tourist destination==
605044717,== Health by political preference ==
640323325,== Request for comments: first sentence of lead ==
708703717,== RfC: Disable Gather on enwiki ==
719350982,== Parliament links ==
773021264,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
564787772,== RFC: Crowder and Union Member Conflict Issues ==
744075725,== RFC for picture ==
760539500,==Hartford-born Marion==
435029998,== Proposal for moratorium on proposals ==
691893207,== RFC Are these sources the same? ==
750469400,== Access locks: Visual Design RFC ==
429211212,===RFC For The Elimination Of A Phrase===
667846213,== RFC:  Should each episode identify the murderer? ==
602371972,== Grow up ==
464588486,== Rejection of .SS ? ==
592933326,==Editing==
489790183,== Proposed mergers (and subsequent deletion of this page) ==
709599715,== RfC: Full-length films/videos in articles ==
700621823,== RFC: Should this material be left in the article without attribution? ==
438337291,== Wikia as an External link ==
490616218,== Dal Khor ==
673918983,== Please restore the cities in the navbox ==
586992162,"== Singular focus on psychological usage, ignoring common usage =="
792564525,== Honorific ==
521993985,== Do not revert removal of [[WP:SYNTHESIS|synthesis]] ==
429211028,==Removal of conspiracy theories section==
518443320,== Requested move ==
669585530,=== Proposal ===
527838286,==RfC==
496473964,"== Japanese fashion ""hoax"" =="
632733797,== Requested move 06 November 2014 ==
805898597,== Cult vs. New religious movement ==
786187129,== RfC on OpenCritic ==
434709452,== TheMandarin mistaken on WP:SYNTH ==
573618803,== Flag (again) ==
483520209,== OR ==
429211505,== Thomas Mulcair ==
792491582,== Honorific ==
607205429,== [[WP:SELFPROMOTE|Self Promotion]]==
429212004,== Should Coat of Arms be removed? ==
603262736,== New classification of Dingo as individual species ==
711648019,== RfC: Religion in biographical infoboxes ==
813627383,==Bubble/Ponzi/Illegal==
566317707,== RfC regarding the titles of articles about queens ==
691358894,== Proposed? ==
588474551,====[[:File:Assemblyman Phil Palmesano (R-NY).jpg]]====
429211937,== We seem to be going nowhere fast... So I'm doing a RFC ==
766544122,"== ""Official"" accounts representing individuals as opposed to groups =="
583507680,== Proposal for a newbie flag ==
